stationCode	stationName	lat	lng
S11734	CAPO BONIFATI	39.558342	15.874052
S12030	CAPO D'ORLANDO-NASO	38.157941	14.744844
S01771	CAPO DI PONTE	46.03099	10.346512
S11858	CAPO SPARTIVENTO	37.924778	16.058342
S08804	CAPOCROCE	41.399448	13.20519
S07215	CAPODACQUA PIEVE FANONICA	43.026769	12.7541
S06083	CAPOLONA	-9.019376	4.511247
S08525	CAPPELLE-MAGLIANO	42.059369	13.372468
S01603	CAPRALBA	45.443871	9.640015
S08311	CAPRANICA-SUTRI	42.245195	12.157194
S08110	CAPRAROLA	42.303815	12.258238
S09061	CAPRIATI AL VOLTURNO	41.44279	14.070664
S01622	CAPRIOLO	45.64556	9.933806
S03301	CAPRIVA	45.938764	13.517494
S09208	CAPUA	41.101306	14.210347
S13118	CAPURSO	0.0	4.511256
S01486	CARATE-CALO'	45.676451	9.252304
S01602	CARAVAGGIO	45.491158	9.637723
S05120	CARBONA	44.246876	11.09618
S04300	CARBONARA SCRIVIA	44.860173	8.853772
S12818	CARBONIA SERBARIU	39.169508	8.509186
S12972	CARBONIA STATO	39.169507	8.509166
S00839	CARENTINO	44.831303	8.470474
S11818	CARIATI	39.496884	16.952018
S01315	CARIMATE	45.697094	9.107188
S12127	CARINI	38.147696	13.186624
S12799	CARINI TORRE CIACHEA	38.16149	13.219641
S00055	CARISIO	45.403164	8.21249
S00601	CARMAGNOLA	44.846944	7.72797
S13147	CARMIANO-MAGLIANO	0.0	4.511256
S02532	CARMIGNANO DI BRENTA	45.621354	11.714891
S01511	CARNATE USMATE	45.653072	9.375089
S03016	CARNIA	46.373634	13.132847
S12025	CARONIA	38.034475	14.443761
S01076	CARONNO PERTUSELLA	45.5982	9.058225
S11133	CAROVIGNO	40.737337	17.683791
S08914	CAROVILLI-ROCCASICURA	41.712485	14.299732
S02502	CARPANE'-VALSTAGNA	45.860128	11.661183
S02349	CARPI	44.782919	10.891952
S00971	CARPIGNANO SESIA	45.528934	8.422898
S09050	CARPINONE	41.588038	14.326783
S06005	CARRARA AVENZA	44.051239	10.062927
S08533	CARRITO-ORTONA	42.026506	13.720179
S12326	CARRUBA	37.694344	15.196143
S00738	CARRU` CLAVESANA	44.479548	7.891414
S08519	CARSOLI	42.09578	13.080388
S01091	CARUGO - GIUSSANO	45.705765	9.198916
S08730	CASABIANCA	41.788327	12.60431
S09465	CASACALENDA GUARDIALFIERA	41.738109	14.849602
S11309	CASAL SABINI	40.799021	16.647908
S07821	CASALBORDINO POLLUTRI	42.193653	14.633045
S09910	CASALBUONO	40.214093	15.686095
S01609	CASALBUTTANO	45.255398	9.962361
S00314	CASALE MONFERRATO	45.133928	8.460292
S00179	CASALE POPOLO	45.160434	8.44055
S05967	CASALECCHIO CERETOLO	44.480698	11.260907
S05101	CASALECCHIO DI RENO	44.474298	11.276097
S05111	CASALECCHIO GARIBALDI	44.482995	11.272474
S05968	CASALECCHIO PALASPORT	0.0	4.511256
S00972	CASALEGGIO	45.491298	8.490369
S01604	CASALETTO VAPRIO	45.408641	9.631746
S05982	CASALGRANDE	0.0	4.511256
S01850	CASALMAGGIORE	44.993139	10.425023
S09216	CASALNUOVO	40.915559	14.35296
S09043	CASALNUOVO(NEW)	40.916092	14.3415
S01827	CASALPUSTERLENGO	45.182473	9.653627
S13099	CASAMASSIMA	0.0	4.511256
S13157	CASARANO	0.0	4.511256
S02830	CASARSA	45.953002	12.8406
S06505	CASCINA	43.674542	10.545225
S00087	CASELLE TORINESE	-9.019376	4.511247
S02836	CASELLO 11	45.385527	12.09712
S02838	CASELLO 8	45.356234	12.091209
S07027	CASELLO KM 19	41.978522	13.979691
S09211	CASERTA	41.068655	14.328457
S05184	CASINALBO	0.0	4.511256
S06751	CASINO DI TERRA	43.328581	10.662975
S01457	CASLETTO-ROGENO	45.786028	9.275375
S01758	CASLINO AL PIANO	45.711106	9.040214
S01098	CASLINO D'ERBA	45.835149	9.23243
S07991	CASOLI	-9.019376	4.511247
S01029	CASORATE SEMPIONE	45.675075	8.743954
S09009	CASORIA-AFRAGOLA	40.907762	14.29874
S01490	CASSAGO-NIBIONNO-BULCIAGO	45.746243	9.279834
S11900	CASSANO ALL`IONIO	39.726326	16.35218
S01707	CASSANO D'ADDA	45.514372	9.512746
S09611	CASSANO IRPINO	40.869227	15.031213
S04302	CASSANO SPINOLA	44.762631	8.858833
S12427	CASSIBILE	36.962581	15.191895
S00864	CASSINE	44.751513	8.533613
S08671	CASSINO	41.484306	13.832125
S02506	CASSOLA	45.732291	11.795866
S02368	CASTAGNARO	45.119349	11.403936
S06029	CASTAGNETO CARDUCCI-DONORATICO	43.16816	10.56399
S05122	CASTAGNO	44.012359	10.91538
S00828	CASTAGNOLE DELLE LANZE	44.749341	8.152836
S01752	CASTANO PRIMO	45.556008	8.772605
S01942	CASTEGGIO	45.017365	9.124595
S01795	CASTEGNATO	45.566006	10.118531
S08114	CASTEL BAGNOLO DI ORTE	42.400183	12.400781
S02382	CASTEL D'ARIO	45.183399	10.97531
S08910	CASTEL DI SANGRO	41.777829	14.112049
S07987	CASTEL FRENTANO	-9.019376	4.511247
S08703	CASTEL GANDOLFO	41.746946	12.652266
S11212	CASTEL LAGOPESOLE	40.787682	15.758093
S08510	CASTEL MADAMA	41.988389	12.864938
S07407	CASTEL S.ANGELO	42.379666	13.017612
S09704	CASTEL S.GIORGIO ROCCAPIEMONTE	40.758713	14.692352
S01948	CASTEL S.GIOVANNI	45.063272	9.436856
S05053	CASTEL S.PIETRO TERME	44.407376	11.597681
S02208	CASTELBELLO	46.626994	10.897884
S05056	CASTELBOLOGNESE-RIOLO TERME	44.325391	11.804174
S12020	CASTELBUONO	38.014606	14.108578
S12010	CASTELDACCIA	38.060474	13.536867
S02105	CASTELDARNE	46.797708	11.844223
S05102	CASTELDEBOLE	44.503974	11.27456
S07200	CASTELFERRETTI-FALCONARA AEROPORTO	43.607303	13.357519
S06802	CASTELFIORENTINO	43.60542	10.968048
S09609	CASTELFRANCI	40.935968	15.038655
S05037	CASTELFRANCO EMILIA	44.597381	11.056408
S09323	CASTELFRANCO IN MISCANO	41.224079	15.075017
S02537	CASTELFRANCO VENETO	45.666439	11.934315
S05012	CASTELGUELFO	44.836434	10.176706
S00343	CASTELL'ALFERO	44.986347	8.220882
S07901	CASTELLALTO CANZANO	42.69564	13.793043
S12120	CASTELLAMMARE DEL GOLFO	38.024309	12.912209
S09756	CASTELLAMMARE DI STABIA	40.701398	14.483737
S13122	CASTELLANA GROTTE	0.0	4.511256
S11507	CASTELLANETA	40.619501	16.928662
S11463	CASTELLANETA MARINA	40.481111	16.965434
S01136	CASTELLANZA	45.613584	8.893907
S04000	CASTELLAZZO CASALCERMELLI	44.843839	8.589645
S01606	CASTELLEONE	45.301826	9.76779
S00720	CASTELLETTO BUSCA	44.501319	7.463939
S01123	CASTELLETTO TICINO	45.710757	8.638259
S06808	CASTELLINA IN CHIANTI-MONTERIGGIONI	43.408744	11.212379
S06024	CASTELLINA MARITTIMA	43.406122	10.495776
S00741	CASTELLINO TANARO	44.41657	7.974321
S00465	CASTELLO D'ANNONE	44.878742	8.312724
S02507	CASTELLO DI GODEGO	45.688082	11.87759
S01923	CASTELLUCCHIO	45.144293	10.64749
S12354	CASTELLUCCIO SICULO	37.302714	15.137547
S05724	CASTELMAGGIORE	44.576055	11.366901
S00836	CASTELNUOVO BELBO	44.798127	8.42516
S06812	CASTELNUOVO BERARDENGA	43.306882	11.484912
S02093	CASTELNUOVO DEL GARDA	45.430843	10.758273
S06300	CASTELNUOVO DI GARFAGNANA	44.116351	10.409054
S07204	CASTELPLANIO CUPRAMONTANA	43.481403	13.084733
S07302	CASTELRAIMONDO CAMERINO	43.210511	13.057274
S00233	CASTELROSSO	45.201802	7.932162
S04001	CASTELSPINA PORTANOVA	44.796662	8.62203
S06302	CASTELVECCHIO PASCOLI	44.09007	10.455061
S09608	CASTELVETERE	40.952072	15.011348
S12113	CASTELVETRANO	37.684977	12.799552
S01960	CASTELVETRO	45.100095	9.982181
S05995	CASTENASO	0.0	4.511256
S05994	CASTENASO STELLINA	0.0	4.511256
S06923	CASTIGLION DEL LAGO	43.123195	12.032077
S06920	CASTIGLION FIORENTINO	43.34075	11.914362
S06729	CASTIGLIONCELLO	43.404619	10.414354
S11909	CASTIGLIONE COSENTINO	39.35542	16.244388
S12362	CASTIGLIONE DI SICILIA	37.88674	15.097013
S08205	CASTIGLIONE IN TEVERINA	42.648544	12.234913
S01429	CASTIONE ANDEVENNO	46.161659	9.806151
S01964	CASTIONE DEI MARCHESI	44.915157	10.044449
S08663	CASTRO-POFI-VALLECORSA	41.533014	13.410741
S12374	CASTROFILIPPO	37.363751	13.780842
S01208	CASTRONNO	45.74524	8.810302
S12206	CASTRONOVO DI SICILIA	37.681193	13.643028
S12337	CATANIA ACQUICELLA	37.492765	15.074699
S12336	CATANIA AEROPORTO FONTANAROSSA	37.480557	15.065157
S12332	CATANIA CENTRALE	37.506211	15.099417
S11956	CATANZARO	38.896222	16.599081
S11833	CATANZARO LIDO	38.821788	16.612975
S12244	CATENANUOVA-CENTURIPE	37.562026	14.688263
S07102	CATTOLICA S.GIOVANNI GABICCE	43.959931	12.745087
S11846	CAULONIA	38.343785	16.467278
S00279	CAVA CARBONARA	45.147055	9.071387
S09816	CAVA DEI TIRRENI	40.703662	14.708461
S01914	CAVA TIGOZZI	45.156823	9.955827
S00423	CAVAGNOLO BRUSASCO	45.153655	8.047534
S09113	CAVALLEGGERI AOSTA	40.819292	14.185679
S00603	CAVALLERMAGGIORE	44.708147	7.692108
S05425	CAVANELLA D'ADIGE	45.111263	12.249312
S05422	CAVANELLA PO	45.052208	12.134893
S01210	CAVARIA OGGIONA IERAGO	45.698145	8.8035
S02847	CAVARZERE CENTRO	45.105515	12.056637
S02147	CAVAZZALE	45.596079	11.569823
S04724	CAVI	44.29354	9.37251
S05932	CAVRIAGO	0.0	4.511256
S05931	CAVRIAGO S.NICOLO'	0.0	4.511256
S01790	CAZZAGO SAN MARTINO	45.57631	10.027735
S06044	CA` DI BOSCHETTI	44.117925	9.857449
S08664	CECCANO	41.573583	13.336417
S08732	CECCHINA	41.692029	12.650992
S06026	CECINA	43.31028	10.514225
S01769	CEDEGOLO	46.072431	10.349977
S12019	CEFALU'	38.03285	14.019526
S02665	CEGGIA	45.688394	12.633987
S13107	CEGLIE MESSAPICA	0.0	4.511256
S08528	CELANO-OVINDOLI	42.076999	13.543398
S04530	CELLE	44.34246	8.542626
S11716	CELLE BULGHERIA ROCCAGLORIOSA	40.10287	15.39473
S00745	CENGIO	44.390798	8.191824
S00608	CENTALLO	44.496223	7.591035
S11715	CENTOLA-PALINURO-MARINA DI CAMEROTA	40.090672	15.34674
S08666	CEPRANO-FALVATERRA	41.523962	13.523481
S07937	CERBARA	43.496353	12.228141
S00541	CERCENASCO	44.864897	7.495302
S08530	CERCHIO	42.061082	13.597972
S06956	CERCINA	43.900121	11.265279
S12200	CERDA	37.953964	13.78447
S02364	CEREA	45.196556	11.213921
S05417	CEREGNANO	45.05062	11.870958
S04517	CERIALE	44.098922	8.234216
S01934	CERIANO LAGHETTO - SOLARO	45.622466	9.059135
S01927	CERIANO LAGHETTO PARCO DELLE GROANE	45.624803	9.079406
S11103	CERIGNOLA CAMPAGNA	41.315664	15.897298
S01513	CERNUSCO-MERATE	45.695096	9.396794
S07969	CERQUETO	42.934737	12.345671
S07300	CERRETO D'ESI	43.32205	12.98319
S06803	CERTALDO	43.547124	11.037711
S01803	CERTOSA DI PAVIA	45.256927	9.154456
S11200	CERVARO	41.397604	15.595704
S05814	CERVIA-MILANO MARITTIMA	44.258444	12.347096
S03207	CERVIGNANO-AQUILEIA-GRADO	45.823948	13.342866
S00546	CERVIGNASCO	44.699669	7.518644
S09015	CERVINARA	-9.019376	4.511247
S04512	CERVO SAN BARTOLOMEO	43.923901	8.109704
S01112	CESANO BOSCONE	45.43085	9.088747
S08319	CESANO DI ROMA	42.061833	12.326669
S01086	CESANO MADERNO	45.632043	9.141743
S01798	CESANO MADERNO PARCO DELLE GROANE	45.630172	9.125368
S01075	CESATE	45.590905	9.066538
S09473	CESE	41.210883	14.787329
S05066	CESENA	44.145449	12.24964
S05815	CESENATICO	44.20065	12.391186
S07960	CESI	42.604133	12.559494
S01772	CETO - CERVENO	45.996831	10.33902
S11735	CETRARO	39.512553	15.939263
S00742	CEVA	44.389861	8.031958
S00142	CHATILLON-SAINT-VINCENT	45.7434	7.619309
S00733	CHERASCO	44.65261	7.867211
S09510	CHIANCHE CEPPALONI	41.050122	14.777618
S07201	CHIARAVALLE	43.595503	13.327655
S01713	CHIARI	45.54011	9.926474
S08007	CHIARONE	42.387528	11.446123
S01301	CHIASSO	45.830736	9.03421
S04722	CHIAVARI	44.315156	9.322464
S01400	CHIAVENNA	46.321258	9.407129
S00500	CHIERI	45.007008	7.827077
S07712	CHIETI	42.356905	14.13815
S07025	CHIETI-MADONNA DELLE PIANE	42.356895	14.138175
S11021	CHIEUTI SERRACAPRIOLA	41.921962	15.156645
S01868	CHIGNOLO PO	45.160942	9.494196
S05428	CHIOGGIA	45.210243	12.275235
S00206	CHIOMONTE	45.119876	6.988716
S05983	CHIOZZA	0.0	4.511256
S05920	CHIOZZOLA	44.839022	10.368591
S12899	CHIRIALZA	40.830877	9.36732
S01536	CHIUDUNO	45.650449	9.846924
S01435	CHIURO	46.164658	9.992317
S02017	CHIUSA	46.642611	11.572678
S00429	CHIUSANO COSSOMBRATO	44.985034	8.128822
S06925	CHIUSI-CHIANCIANO TERME	43.002466	11.957893
S00232	CHIVASSO	45.193637	7.889666
S08650	CIAMPINO	41.804442	12.599546
S05921	CIANO D'ENZA	0.0	4.511256
S05922	CIANO VIA TEDALDO CANOSSA	0.0	4.511256
S02209	CIARDES	46.635274	10.940542
S12126	CINISI TERRASINI	38.155314	13.096673
S11730	CIRELLA MAJERA`	39.708556	15.812289
S00090	CIRIE'	-9.019376	4.511247
S11820	CIRO'	39.368701	17.116997
S01525	CISANO CAPRINO BERGAMASCO	45.739606	9.474261
S01725	CISLAGO	45.661057	8.977639
S02500	CISMON DEL GRAPPA	45.919664	11.729272
S08603	CISTERNA DI LATINA	41.586511	12.827538
S11131	CISTERNINO	40.816652	17.456899
S13105	CISTERNINO (FSC)	0.0	4.511256
S06154	CITERNA TARO	44.63548	10.032939
S07940	CITTA' DI CASTELLO	43.441362	12.262281
S02535	CITTADELLA	45.643868	11.789857
S07406	CITTADUCALE	42.387764	12.94269
S08200	CITTA` DELLA PIEVE	42.936221	11.971127
S07939	CITTA` DI CASTELLO - FORNACE	43.459693	12.250908
S07938	CITTA` DI CASTELLO - ZONA INDUSTRIALE	43.469034	12.239047
S01746	CITTIGLIO	45.89228	8.667283
S01462	CIVATE	45.831295	9.352877
S03056	CIVIDALE DEL FRIULI	46.063394	13.397779
S01774	CIVIDATE - MALEGNO	45.943496	10.268647
S01712	CIVIDATE-CALCIO	45.532937	9.841342
S08211	CIVITA CASTELLANA-MAGLIANO	42.346593	12.453821
S08853	CIVITA D'ANTINO-MORINO	41.870632	13.458868
S07506	CIVITANOVA MARCHE-MONTEGRANARO	43.3091	13.7257
S08010	CIVITAVECCHIA	42.088287	11.79815
S08012	CIVITAVECCHIA M.MA	42.099843	11.78438
S08024	CIVITAVECCHIA VIALE DELLA VITTORIA	42.086518	11.800599
S06822	CIVITELLA PAGANICO	42.94028	11.283536
S08852	CIVITELLA ROVETO	41.916419	13.424882
S06066	CIVITELLA-BADIA AL PINO	-9.019376	4.511247
S12970	CIXERRI	39.26982	8.578934
S05812	CLASSE	44.382033	12.234995
S01540	COCCAGLIO	45.560971	9.977648
S00425	COCCONATO	45.082926	8.070145
S01744	COCQUIO TREVISAGO	45.860257	8.689927
S08534	COCULLO	42.040723	13.776636
S05933	CODEMONDO	0.0	4.511256
S05799	CODIGORO	0.0	4.511256
S05957	CODISOTTO	44.994819	10.730798
S01828	CODOGNO	45.154897	9.701376
S09703	CODOLA	40.767687	14.665622
S02831	CODROIPO	45.9657	12.976543
S01775	COGNO - ESINE	45.929424	10.241227
S04532	COGOLETO	44.389762	8.643906
S02206	COLDRANO-MARTELLO	46.618902	10.821204
S08820	COLFELICE	41.55578	13.601645
S01420	COLICO	46.138019	9.375222
S08548	COLLARMELE	42.060382	13.629197
S02005	COLLE ISARCO	46.937951	11.441336
S08651	COLLE MATTIA	41.832756	12.728329
S06840	COLLE VAL D`ELSA	43.421908	11.127681
S06151	COLLECCHIO	44.755339	10.21228
S07994	COLLEDIMEZZO	-9.019376	4.511247
S08657	COLLEFERRO-SEGNI-PALIANO	41.740062	13.00299
S00217	COLLEGNO	45.078854	7.574131
S06018	COLLESALVETTI	43.586586	10.470534
S07975	COLLEVALENZA R.R.	42.733704	12.444762
S08221	COLLEVECCHIO-POGGIO SOMMAVILLA	42.298089	12.520546
S07024	COLLI DEL TRONTO	42.866191	13.741535
S08520	COLLI DI MONTE BOVE	42.097103	13.15057
S01111	COLMEGNA	46.032644	8.737317
S01539	COLOGNE	45.576627	9.935316
S08653	COLONNA GALLERIA	41.838571	12.755993
S01852	COLORNO	44.927943	10.382935
S00050	COMIGNAGO	45.714296	8.566362
S12411	COMISO	36.947184	14.60037
S12212	COMITINI	37.423806	13.6528
S12371	COMITINI ZOLFARE	37.409955	13.661007
S01764	COMO BORGHI	45.804955	9.090961
S01308	COMO CAMERLATA	45.793889	9.071411
S01763	COMO CAMERLATA (FNM)	45.784496	9.079504
S01765	COMO LAGO	45.814096	9.084012
S01307	COMO S.GIOVANNI	45.808946	9.072331
S06902	COMPIOBBI	43.782527	11.358695
S08816	COMPRE S.VINCENZO	41.757684	13.606971
S05169	CONA	-9.019376	4.511247
S02845	CONA VENETA	45.196674	12.050332
S11861	CONDOFURI	37.92761	15.874952
S00212	CONDOVE-CHIUSA S.MICHELE	45.106689	7.317022
S02706	CONEGLIANO	45.884706	12.298909
S03318	CONFINE ITALO/SLOVENO	45.922748	13.626923
S05999	CONSANDOLO	44.670644	11.760694
S05950	CONSELICE	44.510987	11.831949
S05004	CONSELICE ZONA INDUSTRIALE	44.53259	11.856998
S06702	CONTEA LONDA	43.865124	11.531603
S12355	CONTESSE	38.16193	15.544717
S07404	CONTIGLIANO	42.412072	12.779144
S09826	CONTURSI TERME	40.630046	15.235486
S13121	CONVERSANO	0.0	4.511256
S09618	CONZA ANDRETTA CAIRANO	40.88336	15.343554
S13149	COPERTINO	0.0	4.511256
S01041	CORBETTA-S.STEFANO TICINO	45.480829	8.917457
S05115	CORBEZZI	43.993948	10.919676
S08112	CORCHIANO	42.361351	12.341846
S02661	CORDOVADO SESTO	45.850653	12.877784
S11812	CORIGLIANO CALABRO	39.628223	16.514949
S13180	CORIGLIANO D'OTRANTO	0.0	4.511256
S01080	CORMANO-BRUSUGLIO	45.541971	9.173488
S01109	CORMANO-CUSANO MILANINO	45.545022	9.173574
S03300	CORMONS	45.957519	13.461563
S05925	CORNIANO	0.0	4.511256
S04734	CORNIGLIA	44.119938	9.711051
S03053	CORNINO	46.220516	13.010581
S02569	CORNUDA	45.833846	12.012886
S05719	CORONELLA	44.796074	11.544491
S07308	CORRIDONIA MOGLIANO	43.281616	13.477697
S09324	CORSANO	41.164472	14.958463
S01064	CORSICO	45.434688	9.105156
S01865	CORTEOLONA	45.159701	9.375477
S02999	CORTINA D'AMPEZZO	0.0	4.511256
S11910	COSENZA	39.318386	16.260955
S01424	COSIO TRAONA	46.135564	9.525498
S00973	COSSATO	45.564216	8.175964
S02375	COSTA	45.045766	11.696511
S01491	COSTA MASNAGA	45.76343	9.285231
S00348	COSTIGLIOLE (MOTTA DI)	44.807559	8.145712
S00829	COSTIGLIOLE D`ASTI	44.754882	8.20477
S00702	COSTIGLIOLE SALUZZO	44.570196	7.482075
S05956	COTIGNOLA	44.387077	11.938037
S07432	COTILIA	42.372602	12.96871
S00999	COURMAYER	0.0	4.511256
S11151	COZZE	41.017835	17.159396
S00332	COZZO	45.182989	8.603292
S01605	CREMA	45.366864	9.694209
S01915	CREMONA	45.143215	10.017951
S00172	CRESCENTINO	45.194302	8.107175
S05973	CRESPELLANO	0.0	4.511256
S06607	CRESPINO DEL LAMONE	44.041816	11.548447
S00017	CRESSA FONTANETO	45.646331	8.498435
S05316	CREVALCORE	44.719156	11.152625
S13131	CRISPIANO	0.0	4.511256
S13130	CRISPIANO S.RAFFAELE	0.0	4.511256
S07988	CROCETTA	-9.019376	4.511247
S08317	CROCICCHIE	42.0559	12.238888
S11830	CROPANI	38.921968	16.813562
S11823	CROTONE	39.0845	17.108418
S11819	CRUCOLI	39.449588	17.040718
S01312	CUCCIAGO	45.740813	9.082205
S00610	CUNEO	44.387914	7.536235
S00611	CUNEO GESSO	44.394234	7.556017
S00427	CUNICO SCANDELUZZA	45.036947	8.11007
S00888	CUORGNE'	45.38919	7.654662
S08810	CUPONE	41.964628	13.377481
S07511	CUPRAMARITTIMA	43.02349	13.860812
S00051	CUREGGIO	45.672538	8.456282
S11972	CURINGA	38.840001	16.260929
S02700	CUSANO	45.945427	12.757485
S01081	CUSANO MILANINO	45.548073	9.173661
S11826	CUTRO	39.02593	16.963809
S01010	CUZZAGO (MI)	45.993682	8.373989
S00180	CUZZAGO (NO)	45.990635	8.369878
S01006	DARFO - CORNA	45.884345	10.181326
S12888	DECIMOMANNU	39.304593	8.965808
S00877	DEGO	44.448003	8.308469
S04728	DEIVA MARINA	44.217306	9.519022
S01422	DELEBIO	46.13865	9.461168
S12384	DELIA	37.317685	13.914687
S00162	DERBY	45.730289	7.087018
S07966	DERUTA	42.996945	12.373581
S01408	DERVIO	46.077709	9.30596
S02084	DESENZANO DEL GARDA-SIRMIONE	45.462677	10.536322
S01320	DESIO	45.620112	9.218495
S08410	DEVIATOIO ESTREMO KM 2.730-ROMA T.LANA	41.887491	12.527216
S01050	DEVIATOIO ESTREMO TORTONA	44.895759	8.840548
S11731	DIAMANTE BUONVICINO	39.67701	15.824278
S04524	DIANO	43.916396	8.078304
S06701	DICOMANO	43.893489	11.519148
S06310	DIECIMO-PESCAGLIA	43.959404	10.507844
S05981	DINAZZANO	0.0	4.511256
S12408	DIRILLO	37.006569	14.39154
S12240	DITTAINO	37.564605	14.462429
S02113	DOBBIACO	46.725049	12.225122
S05174	DOGATO	-9.019376	4.511247
S02587	DOLO	45.453466	12.07161
S02055	DOMEGLIARA-S.AMBROGIO	45.522348	10.820408
S01004	DOMO II	46.071396	8.286899
S01003	DOMODOSSOLA	46.115429	8.296684
S04202	DONNA	44.818902	8.712792
S12412	DONNAFUGATA	36.882055	14.568968
S00148	DONNAS	45.602713	7.769563
S06403	DOPPIO BIVIO MONTUOLO	43.83172	10.428321
S01407	DORIO	46.102756	9.319063
S01025	DORMELLETTO	45.7233	8.581906
S00980	DORMELLETTO PAESE	45.730032	8.574324
S02330	DOSSOBUONO	45.392382	10.914831
S09021	DRAGONI	-9.019376	4.511247
S00722	DRONERO	44.464974	7.423245
S01405	DUBINO	46.172802	9.432188
S09051	DUCA D'AOSTA	41.553126	14.650008
S02146	DUEVILLE	45.635	11.546108
S09819	DUOMO VIA VERNIERI	40.681214	14.762757
S08220	Dev.Int. DD/AV	42.274228	12.607523
S09824	EBOLI	40.611057	15.052382
S00926	ECA NASAGO`	44.160769	7.965137
S01002	EDOLO	46.176904	10.329405
S02032	EGNA-TERMENO	46.319418	11.257177
S11154	EGNAZIA	40.901727	17.329607
S07003	ELLERA CORCIANO	43.094699	12.318574
S12819	ELMAS AEROPORTO	39.239905	9.028969
S06510	EMPOLI	43.715708	10.94915
S12856	ENAS	40.85706	9.431095
S12238	ENNA	37.581134	14.289579
S11041	ENZITETO-CATINO	41.162665	16.737963
S06226	EQUI TERME	44.170282	10.153624
S01096	ERBA	45.813138	9.230215
S01777	ERBANNO - ANGONE	45.900513	10.195733
S02396	ESTE	45.220954	11.662931
S12335	EUROPA PES	37.51258	15.107303
S00251	EXILLES	45.08999	6.927344
F00001	F00001	37.741399	14.361877
F00002	F00002	44.484749	8.624268
F00003	F00003	42.910172	13.661499
F00004	F00004	40.583714	17.028809
F00005	F00005	37.868349	15.15976
F00006	F00006	37.312291	15.02243
F00007	F00007	44.223552	8.230133
F00008	F00008	43.972063	10.262604
F00009	F00009	45.682678	8.554745
F00010	F00010	45.720563	8.572941
F00011	F00011	44.355278	9.42627
F00012	F00012	43.963168	10.332642
F00013	F00013	41.420075	14.018555
F00014	F00014	41.331451	13.815308
F00015	F00015	41.257162	13.713684
F00016	F00016	45.718885	13.705444
F00017	F00017	43.211682	12.159119
F00018	F00018	44.205343	12.376099
F00019	F00019	43.704615	13.027039
F00020	F00020	45.125867	12.251129
F00021	F00021	42.627896	13.989716
F00022	F00022	43.201422	12.208557
F00023	F00023	41.298444	13.743896
F00024	F00024	42.585444	14.026794
F00025	F00025	41.927825	15.065002
F00026	F00026	41.235995	13.992462
F00027	F00027	40.602484	17.013702
F00028	F00028	39.715638	16.347656
F00029	F00029	40.576413	17.028809
F00030	F00030	38.699444	16.508331
F00031	F00031	38.286703	16.155396
F00032	F00032	38.163176	15.709076
F00033	F00033	38.739624	16.248779
F00034	F00034	38.735875	16.175995
F00035	F00035	38.305025	15.899963
F00036	F00036	38.039439	13.086777
F00037	F00037	37.946363	14.537659
F00038	F00038	37.740313	15.125427
F00039	F00039	37.134045	14.087219
F00040	F00040	43.733399	13.139648
F00041	F00041	43.600284	13.4198
F00042	F00042	39.990799	16.479492
F00043	F00043	38.817241	16.285858
F00044	F00044	43.942406	12.740021
F00045	F00045	43.683764	13.135529
F00046	F00046	44.010102	12.598171
F00047	F00047	45.065762	6.860161
F00048	F00048	40.785611	14.620886
F00049	F00049	44.418578	8.576088
F00050	F00050	41.927825	15.065002
F00051	F00051	37.913867	12.558632
F00052	F00052	37.985881	13.572807
F00053	F00053	45.201393	8.590393
S07208	FABRIANO	43.345429	12.905336
S07059	FABRIANO CA' MAIANO	43.345598	12.873939
S08111	FABRICA DI ROMA	42.334416	12.307467
S08201	FABRO-FICULLE	42.874851	12.04123
S02557	FAE'-FORTOGNA	46.239439	12.294121
S05058	FAENZA	44.293594	11.883268
S02762	FAGARE'	45.70705	12.444296
S07420	FAGNANO CAMPANA	42.250575	13.562743
S09001	FALCIANO-MONDRAGONE-CARINOLA	41.123525	13.971792
S12405	FALCONARA	37.113529	14.052516
S07111	FALCONARA MARITTIMA	43.630577	13.397378
S07117	FALCONARA STADIO	43.626158	13.381179
S12038	FALCONE	38.119573	15.080467
S11747	FALERNA	38.970726	16.14991
S07967	FANCIULLATA	42.978966	12.372597
S03083	FANNA-CAVASSO	46.187072	12.7707
S07105	FANO	43.842977	13.02478
S02575	FANZOLO	45.708253	11.992069
S00112	FARA	45.550556	8.458049
S08214	FARA SABINA-MONTELIBRETTI	42.155546	12.648323
S00737	FARIGLIANO	44.513337	7.90947
S11130	FASANO	40.851753	17.3859
S06021	FAUGLIA - LORENZANA	43.551831	10.50304
S12386	FAVAROTTA	37.20532	13.913217
S11771	FAVAZZINA	38.258742	15.756625
S00885	FAVRIA	45.337174	7.689845
S12136	FEDERICO	38.144862	13.344966
S06103	FELEGARA-S.ANDREA BAGNI	44.724809	10.114523
S00883	FELETTO	45.303696	7.743724
S00468	FELIZZANO	44.893367	8.437155
S05162	FELONICA	-9.019376	4.511247
S02564	FELTRE	46.012884	11.911493
S08661	FERENTINO-SUPINO	41.6564	13.246971
S01138	FERNO - LONATE POZZOLO	45.608619	8.7554
S11458	FERRANDINA SCALO-MATERA	40.516566	16.475276
S04804	FERRANIA	44.365136	8.328885
S05712	FERRARA	44.843047	11.603594
S05196	FERRARA  VIA BOSCHETTO	44.819896	11.640711
